Your Title,Title-Level,Gender,Location,City,Global Region,Current Tenure,Was your previous role a CISO / Head of Security position?,Current Company Size,Industry,Company Structure,Title of person you report to?,Compensation Currency,Base-Converted,Bonus-Converted,Equity-Converted,Total Comp-Converted,Which of the following functions fall under your direct responsibility and decision-making authority?,Team Size,How often do you present to the Board of Directors?,Did your most recent employment offer include a hiring bonus?,Amount of employment offer bonus?,Employment Bonus - Converted,Have you pre-negotiated a severance agreement as part of your employment?,Are you currently included in the following?,Do you have a negotiated accelerated vesting clause / early termination agreement?,Are you currently on a Board of Directors?,Are you currently on a Board of Advisors?,Are you compensated for your Advisor role?,What is the primary measure you use to justify your security budget requirements?,Do you have a personal liability insurance policy in place?,"When it comes to AI security, which area do you believe should receive the highest spending priority within the CISO’s security program?",How would you rate your organization’s current maturity in the area of AI governance and risk management?,What percentage of your organization’s overall annual information security budget do you plan to allocate to AI security?,Which aspect of AI governance and risk management poses the greatest challenge for your organization today?,What are your greatest concerns regarding AI tools in your organization?,Which AI risk management or governance frameworks is your organization currently using or planning to adopt?,Which attack vectors are your organization's highest security priorities for 2026?,"How confident are you in your internal team’s capability to evaluate and verify technical depth, leadership, and domain fit when sourcing security candidates?",Which trade-offs make hiring a security leader most difficult or costly for your organization?,Is your organization planning / considering on hiring a dedicated AI Security Leader,Record_Type,Role_Bucket,Company
Chief Information Officer,CIO,Male,"Chicago, IL, USA",Chicago,North America,8,Yes,"25,000+ employees",Artificial Intelligence (AI),Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$690,003","$162,468","$1,772,746","$2,625,217","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",48,At least semi-annually,No,,,No,"Corporate Indemnification Policy,Corporate Directors & Officers (D&O) Policy",No,No,Yes,No,"Business Impact,Financial and/or Risk-Based Metrics",Yes,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,6,Aligning AI security with enterprise risk management frameworks,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Identity/credential theft,Other,Phishing/social engineering",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",I am the AI Security leader,Synthetic,CIO,Evolent Health
Chief Information Officer,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,53,Yes,"25,000+ employees",Professional Services,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$711,177","$248,918","$198,933","$1,159,028","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Enterprise Risk,Identity & Access Management / IAM,Other,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",84,At least quarterly,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Developing but inconsistent,0,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",EU AI Act requirements (compliance-driven),"Identity/credential theft,Third party risk attacks",Not confident,Uncertainty in defining the right skills and profile for the role,No,Synthetic,CIO,Anomali
Chief Information Officer,CIO,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,58,Yes,"25,000+ employees",Food & Beverage,Privately Held Company,Chief Financial Officer,USD (U.S. Dollar),"$574,348","$61,361","$604,098","$1,239,807","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",613,At least semi-annually,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,No,"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,10,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Other,Third party risk attacks",Not confident,Lack of alignment on the role requirements,No,Synthetic,CIO,Ramp
Chief Information Officer,CIO,Male,"Chicago, IL, USA",Chicago,North America,62,Yes,"25,000+ employees",Financial Services,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$710,659","$105,442","$619,663","$1,435,764","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Privacy,Product Security / AppSec,Security Operations",7,At least annually,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Other",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,10,Defining clear accountability/ownership for AI risk across the business,"AI-generated content being used in social engineering attacks,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,IoT/OT device vulnerabilities,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",I am the AI Security leader,Synthetic,CIO,Bugcrowd
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,38,No,"25,000+ employees",Professional Services,Privately Held Company,General Counsel / Chief Legal Officer,USD (U.S. Dollar),"$664,877","$273,966","$1,133,379","$2,072,222","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Third Party Risk Management (TPRM)",38,Per request,Yes,"$50,000","$50,000",No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact,Financial and/or Risk-Based Metrics",No,Third-party/vendor AI risk management,Initial / ad hoc efforts,10,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF),Other","API security,Cloud misconfigurations,Identity/credential theft,Insider threats,Ransomware",Somewhat confident,Competing with salary expectations in the market,I am the AI Security leader,Synthetic,CIO,Tanium
CIO,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,11,No,"25,000+ employees",Other,Privately Held Company,Chief Information Officer,USD (U.S. Dollar),"$664,016","$129,050","$178,809","$971,875","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",5,At least annually,No,,,No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),Compliance and Regulatory Fine(s) Avoidance,No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,20,Shadow AI,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Cloud misconfigurations,Zero-day exploits",Not confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,Open Systems
Chief Information Officer,CIO,Male,"Paris, USA",Paris,North America,12,Yes,"25,000+ employees",Retail,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$426,645","$61,361","$1,065,505","$1,553,511","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Other,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",14,Per request,No,,,No,Neither,No,No,Yes,Yes (Cash and / or Equity),"Business Impact,Financial and/or Risk-Based Metrics",No,Monitoring and detection for AI-driven threats,Developing but inconsistent,5,Shadow AI,"AI-generated content being used in social engineering attacks,Data exposure/privacy breaches,Shadow AI usage bypassing security controls","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","Identity/credential theft,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",I am the AI Security leader,Synthetic,CIO,Fortinet
Chief Information Officer,CIO,Male,"Newark, USA",Newark,North America,59,No,"25,000+ employees",Leisure / Hospitality,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$426,645","$179,546","$1,153,362","$1,759,553","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Fraud,Identity & Access Management / IAM,Incident Response,Physical Security / Executive Protection,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",629,At least semi-annually,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,10,Shadow AI,"Data exposure/privacy breaches,Other",None at this time,"Identity/credential theft,Phishing/social engineering,Ransomware",Very confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Applied Materials
Chief Information Officer,CIO,Male,"Houston, TX, USA",Houston,North America,54,No,"25,000+ employees",Telecommunications,Publicly Traded Company,Chief Technology Officer,USD (U.S. Dollar),"$618,143","$161,283","$1,109,463","$1,888,889","AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Privacy,Security Operations,Third Party Risk Management (TPRM)",84,I do not report to the Board of Directors,No,,,Yes,Corporate Directors & Officers (D&O) Policy,No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,10,Aligning AI security with enterprise risk management frameworks,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors","Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","AI-enhanced attacks,Third party risk attacks",Somewhat confident,"Location (RTO) constraints limiting hiring,Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",Yes,Synthetic,CIO,MGM Resorts
Chief Information Officer,CIO,Prefer not to answer,"Boston, MA, USA",Boston,North America,30,Yes,"25,000+ employees",Banking / Financial Services,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$497,571","$153,770","$2,270,881","$2,922,222","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,GRC,Incident Response,Information Technology (IT) / Business Technology (BizApps),Security Operations,Third Party Risk Management (TPRM),Trust & Safety",13,At least annually,No,,,No,Corporate Indemnification Policy,Yes,No,No,No,"Business Impact,Percentage of company revenue",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,5,Aligning AI security with enterprise risk management frameworks,"Integration with critical systems creating attack vectors,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"Insider threats,Phishing/social engineering,Ransomware,Third party risk attacks,Zero-day exploits",Somewhat confident,"Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,CBRE
Chief Information Officer,CIO,Male,"Nashville, TN, USA",Nashville,North America,2,No,"25,000+ employees",Leisure / Hospitality,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$426,645","$163,931","$2,339,855","$2,930,431","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Safety & Reliability,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM),Trust & Safety",5,At least annually,No,,,No,Neither,No,No,Yes,No,"Attack Surface / Risk Assessment,Percentage of company revenue",No,Workforce training and upskilling on AI risks,Developing but inconsistent,2,Shadow AI,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",Internal / proprietary AI risk framework,"AI-enhanced attacks,Identity/credential theft,Other,Ransomware,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Charles Schwab
Chief Information Officer,CIO,Male,"Washington, DC, USA",DMV,North America,31,No,"25,000+ employees",Waste Management,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),"$426,645","$397,998","$1,242,702","$2,067,345","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",360,At least quarterly,No,,,No,Neither,No,Yes,No,No,"Attack Surface / Risk Assessment,Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,10,Aligning AI security with enterprise risk management frameworks,Data exposure/privacy breaches,NIST AI Risk Management Framework (AI RMF),"API security,Cloud misconfigurations,Identity/credential theft,Phishing/social engineering,Zero-day exploits",Don't Know / Not applicable,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",No,Synthetic,CIO,Capital One
Chief Information Officer,CIO,Female,"Salt Lake City, UT, USA",Salt Lake City,North America,14,No,"25,000+ employees",Cloud Security,Publicly Traded Company,Chief Financial Officer,USD (U.S. Dollar),"$426,645","$159,117","$1,860,377","$2,446,139","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Incident Response,Information Technology (IT) / Business Technology (BizApps),Infrastructure Engineering / Operations,Other,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",48,At least semi-annually,No,,,No,Neither,No,Yes,Yes,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Established and repeatable,5,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Intellectual property theft through AI platforms,Shadow AI usage bypassing security controls",Internal / proprietary AI risk framework,"AI-enhanced attacks,API security,Identity/credential theft,Phishing/social engineering,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Lack of alignment on the role requirements",No,Synthetic,CIO,Cigna
Chief Information Officer,CIO,Female,"Los Angeles, CA, USA",Los Angeles,North America,57,No,"25,000+ employees",Healthcare,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$719,513","$173,021","$1,463,346","$2,355,880","AI Data Protection / Privacy and Security,AI Safety & Reliability,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",31,At least quarterly,No,,,No,Neither,No,No,No,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Established and repeatable,5,Ensuring transparency and explainability of AI-driven decisions,"Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",EU AI Act requirements (compliance-driven),"AI-enhanced attacks,Third party risk attacks",Not confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Wells Fargo
CIO,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,3,Yes,"25,000+ employees",Education,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$426,645","$61,361","$1,377,878","$1,865,884","AI Safety & Reliability,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Incident Response,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",14,At least annually,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),Business Impact,No,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,0,Shadow AI,Shadow AI usage bypassing security controls,"EU AI Act requirements (compliance-driven),NIST AI Risk Management Framework (AI RMF)","API security,Identity/credential theft",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,Proofpoint
CIO,CIO,Female,"Charleston, SC, USA",Charleston,North America,56,Yes,"25,000+ employees",Enterprise Software,Publicly Traded Company,Chief Information Officer,USD (U.S. Dollar),"$481,388","$107,680","$2,194,265","$2,783,333","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Other,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations",48,At least quarterly,No,,,No,Neither,No,Yes,Yes,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Business Impact",No,Workforce training and upskilling on AI risks,Developing but inconsistent,0,Shadow AI,"Regulatory compliance violations,Shadow AI usage bypassing security controls","ISO/IEC 23894 (AI Risk Management),Internal / proprietary AI risk framework,NIST AI Risk Management Framework (AI RMF)","Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Time spent screening unqualified candidates",No,Synthetic,CIO,Fortinet
Chief Information Officer,CIO,Male,"Kansas City, MO, USA",Kansas City,North America,2,Yes,250 - 499 employees,BioTech,Government / Municipality,CEO,USD (U.S. Dollar),"$426,645","$143,170",$0,"$569,815","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Security Operations,Third Party Risk Management (TPRM)",4,At least quarterly,No,,,No,Neither,No,No,No,No,"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",Yes,Third-party/vendor AI risk management,Developing but inconsistent,10,Shadow AI,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices,Shadow AI usage bypassing security controls",Other,"AI-enhanced attacks,Insider threats,Phishing/social engineering,Third party risk attacks,Zero-day exploits",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",Already have a dedicated AI Security leader in place,Synthetic,CIO,U.S. Department of Defense
CIO,CIO,Male,"Denver, CO, USA",Denver,North America,116,No,250 - 499 employees,Healthcare,Non-Profit,CEO,USD (U.S. Dollar),"$426,645","$77,697",$0,"$504,342","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,Cloud Security,Enterprise Risk,GRC,Identity & Access Management / IAM,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",13,At least quarterly,No,,,Yes,Neither,No,Yes,No,No,"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",Yes,Third-party/vendor AI risk management,Developing but inconsistent,10,Ensuring transparency and explainability of AI-driven decisions,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",Other,"Cloud misconfigurations,Phishing/social engineering,Third party risk attacks",Somewhat confident,"Competing with salary expectations in the market,Uncertainty in defining the right skills and profile for the role",Yes,Synthetic,CIO,NYU
Chief Information Officer,CIO,Male,"Denver, CO, USA",Denver,North America,24,Yes,250 - 499 employees,Leisure / Hospitality,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$61,361","$937,938","$1,425,944","AI Data Protection / Privacy and Security,AI Ethics & Responsible Use,AI Threat Intelligence and Incident Response,Cloud Security,GRC,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",18,At least quarterly,No,,,No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Compliance and Regulatory Fine(s) Avoidance",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Initial / ad hoc efforts,20,Shadow AI,"AI-generated content being used in social engineering attacks,Shadow AI usage bypassing security controls","EU AI Act requirements (compliance-driven),Internal / proprietary AI risk framework","API security,Cloud misconfigurations",Not confident,"Competing with salary expectations in the market,Location (RTO) constraints limiting hiring",No,Synthetic,CIO,Arctic Wolf
Chief Information Officer,CIO,Male,"Raleigh, NC, USA",Raleigh - Durham,North America,7,No,250 - 499 employees,FinTech,Privately Held Company,CEO,USD (U.S. Dollar),"$574,348","$89,235","$758,892","$1,422,475","AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Fraud,GRC,Identity & Access Management / IAM,Infrastructure Engineering / Operations,Physical Security / Executive Protection,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",5,At least quarterly,Yes,"$35,000","$35,000",No,Neither,No,No,No,Yes (Cash and / or Equity),"Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,1,Establishing regulatory compliance and auditability for AI systems,"Data exposure/privacy breaches,Integration with critical systems creating attack vectors",NIST AI Risk Management Framework (AI RMF),"API security,Cloud misconfigurations,Phishing/social engineering",Somewhat confident,Risk of hiring someone who looks good on paper but lacks depth,No,Synthetic,CIO,Medidata
Chief Information Officer,CIO,Male,"Philadelphia, PA, USA",Philadelphia,North America,55,Yes,250 - 499 employees,Enterprise Software,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$65,286","$773,560","$1,265,491","AI Data Protection / Privacy and Security,AI Threat Intelligence and Incident Response,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Infrastructure Engineering / Operations,Other,Physical Security / Executive Protection,Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,At least semi-annually,Yes,"$50,000","$50,000",No,Not Sure,No,No,Yes,No,"Business Impact,Compliance and Regulatory Fine(s) Avoidance,Financial and/or Risk-Based Metrics",No,Workforce training and upskilling on AI risks,Initial / ad hoc efforts,0,Managing third-party/vendor AI risk,Intellectual property theft through AI platforms,"ISO/IEC 23894 (AI Risk Management),NIST AI Risk Management Framework (AI RMF)","Identity/credential theft,Mobile / BYOD threats,Phishing/social engineering,Zero-day exploits",Not confident,Competing with salary expectations in the market,I am the AI Security leader,Synthetic,CIO,ReliaQuest
Chief Information Officer,CIO,Male,"San Francisco, CA, USA",Bay Area,North America,10,No,250 - 499 employees,Cloud Security,Privately Held Company,CEO,USD (U.S. Dollar),"$402,634","$124,942","$747,144","$1,274,720","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,I do not report to the Board of Directors,No,,,No,Neither,No,No,No,Yes (Cash and / or Equity),Attack Surface / Risk Assessment,Yes,Workforce training and upskilling on AI risks,Developing but inconsistent,1,Defining clear accountability/ownership for AI risk across the business,"Data exposure/privacy breaches,Shadow AI usage bypassing security controls",None at this time,"Cloud misconfigurations,Identity/credential theft,Insider threats,Third party risk attacks",Somewhat confident,"Lack of alignment on the role requirements,Location (RTO) constraints limiting hiring,Time spent screening unqualified candidates",No,Synthetic,CIO,Privia Health
Chief Information Officer,CIO,Female,"New York, NY, USA",NYC Metro,North America,72,No,250 - 499 employees,Healthcare,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$166,241","$794,060","$1,386,946","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,Cloud Security,Corp IT Security / Enterprise Security,GRC,Incident Response,Physical Security / Executive Protection,Product Security / AppSec,Security Operations",4,At least quarterly,No,,,Yes,Corporate Indemnification Policy,No,No,Yes,No,"Business Impact,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,2,Aligning AI security with enterprise risk management frameworks,"AI decision-making in security tools creating blind spots,Data exposure/privacy breaches",NIST AI Risk Management Framework (AI RMF),"Cloud misconfigurations,Phishing/social engineering",Somewhat confident,"Risk of hiring someone who looks good on paper but lacks depth,Time spent screening unqualified candidates",Already have a dedicated AI Security leader in place,Synthetic,CIO,Lockton
Chief Information Officer,CIO,Male,"Seattle, WA, USA",Seattle,North America,37,Yes,250 - 499 employees,Enterprise Software,Privately Held Company,CEO,USD (U.S. Dollar),"$450,146","$77,697","$147,109","$674,952","AI Data Protection / Privacy and Security,AI Governance / Risk Management and Policy,AI Threat Intelligence and Incident Response,AI/ML Security Engineering,Cloud Security,Identity & Access Management / IAM,Incident Response,Information Technology (IT) / Business Technology (BizApps),Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",16,At least quarterly,No,,,No,Corporate Indemnification Policy,No,Yes,No,Yes (Cash and / or Equity),"Attack Surface / Risk Assessment,Financial and/or Risk-Based Metrics",No,"AI model and data protection (e.g., model inversion, prompt injection, inference attacks, etc)",Developing but inconsistent,20,Managing third-party/vendor AI risk,"Data exposure/privacy breaches,Dependency on AI vendors with unclear security practices",Other,"API security,Zero-day exploits",Somewhat confident,Location (RTO) constraints limiting hiring,No,Synthetic,CIO,Fivetran
CIO,CIO,Male,"Los Angeles, CA, USA",Los Angeles,North America,43,No,250 - 499 employees,Insurance,Privately Held Company,CEO,USD (U.S. Dollar),"$426,645","$182,327","$663,007","$1,271,979","AI Data Protection / Privacy and Security,AI/ML Security Engineering,Cloud Security,Corp IT Security / Enterprise Security,Enterprise Risk,Identity & Access Management / IAM,Incident Response,Post-Quantum Cryptography (PQC),Privacy,Product Security / AppSec,Security Operations,Third Party Risk Management (TPRM)",1,I do not report to the Board of Directors,Yes,"$25,000","$25,000",No,"Corporate Directors & Officers (D&O) Policy,Corporate Indemnification Policy",No,No,No,Yes (Cash and / or Equity),"Business Impact,Compliance and Regulatory Fine(s) Avoidance",Yes,Monitoring and detection for AI-driven threats,Initial / ad hoc efforts,3,Shadow AI,"Integration with critical systems creating attack vectors,Regulatory compliance violations,Shadow AI usage bypassing security controls",NIST AI Risk Management Framework (AI RMF),"AI-enhanced attacks,Ransomware",Somewhat confident,"Competing with salary expectations in the market,Risk of hiring someone who looks good on paper but lacks depth",No,Synthetic,CIO,Veeva Systems
